TID	Name	Type	Race	Gender	Class	LVL	STR	DEX	INT	CON	CHA	Wis	AC	MAX_HP	MAX_SP	MAX_MP	CUR_HP	CUR_SP	CUR_MP	Movement Walk	Movement Run	AR	DR	MAR	MDR	Min_Damage	Max_Damage	ATK Speed	Range	Fire Res.	Water Res.	Air Res.	Earth Res.	Magic Res.	Poison Res.	Ice Res.	Thunder Res.	Magic History	Murder Point	Exp	Fire Min_Damage	Fire Max_Damage	Water Min_Damage	Water Max_Damage	Earth Min_Damage	Earth Max_Damage	Air Min_Damage	Air Max_Damage	Magic Min_Damage	Magic Max_Damage	Poison Min_Damage	Poison Max_Damage	Ice Min_Damage	Ice Max_Damage	Thunder Min_Damage	Thunder Max_Damage	Physical_Resistance	Skill_Block	Sight	Badge1_Rank Point	Badge2_Rank Point	Badge3_Rank Point	Rank	Item Point	Guild	Guild Rank	Guild Score	Lost Exp	Weapon	Item1	Item2	Item3	Item4	Armor_Head	Armor_Body	Armor_Arm	Armor_Hand	Armor_Leg	Armor_Foot	Armor_Mantle	Money	Geld_Min	Geld_Max	Drop_TID	slow_percent	slow_time	fast_percent	fast_time	Product_Skin_ItemName	Product_Meat	Product_Meat_ItemName	Product_Garbage	Product_Garbage_ItmeName	attribute_type	name_color	DropRank	DropMeditation	Spirit Type	LandAttachType	Tamable	Run Correct	Attack Correct	SiegeWarCharType	RangeType	StaminaPoint	PetType	StartStamina	Heroic_Min_Damage	Heroic_Max_Damage	Heroic_Defense_Point
128	Flame Bat	196612	11		5	9	31	23	19	27		15	8	1656	125	105				3100	5000	33	19			25	26	42	130	100		50	50	50	50	50	50			490	27	29																	2500																							53	58		1	5	1	3						1	FFFF00	2	1.299999952	3	0		1	1								
129	Rock Spider	196612	11		5	3	18	13	9	16		8	2	184	72	46				1110	4800	24				19	20	37	180	50	50	50	50	50	50	50	50			41																			2500																							12	14		1	5	1	3								1	1		1	1	1									
130	Trilgard Guard Commander	196625	2			120	500	500	500	500	500	500	2000	500000	50000	50000				2000	7000	1000	1000			25000	30000	65	250	100	100	100	100	100																																																													77A0FE				0		1	1								
131	Trilgard Guard	196625	2			120	500	500	500	500	500	500	2000	500000	50000	50000				2000	7000	1000	1000			25000	30000	65	250	100	100	100	100	100																																																													77A0FE				0		1	1								
132	Membreathen Guard Commander	196625	1			120	500	500	500	500	500	500	2000	500000	50000	50000				2000	7000	1000	1000			25000	30000	65	250	100	100	100	100	100																																																													77A0FE				0		1	1								
133	Membreathen Guard	196625	1			120	500	500	500	500	500	500	2000	500000	50000	50000				2000	7000	1000	1000			25000	30000	65	250	100	100	100	100	100																																																													77A0FE				0		1	1								
134	Orc GM	65569	1	1	1	110	700	700	700	700	700	700	4500	100000	100000	100000				21000	21000	1000	1000			25000	30000	50	500	100	100	100	100	100																									2500																																								1		1	1								
135	Harpy Queen	196612	11		5	50	266	187	183	215		139	62	47460	968	1042				1600	7000	144	82			561	589	25	270	50	50	50	50		50	50	100			15279															300	332			2500																							608	672		1	5	1	3						7	BDA66B	3	1.5		0		1									
136	Young Harpy	196612	11		5	45	210	156	139	171		105	26	2782	791	845				1600	6400	124	69			245	257	47	190	50	50	50	50	50	50	50	50			2349																			2500																							129	143		1	5	1	3								1	1		0	1	1	1								
137	��NPC�׷���	2																																																																																																	0											
138	Human NPC Knight 1	2																																																																																																	0											
139	Human NPC Knight 2	2																																																																																																	0											
140	Human NPC Knight 3	2																																																																																																	0											
141	Human NPC Monk 1	2																																																																																																	0											
142	Human NPC Monk 2	2																																																																																																	0											
143	Human NPC Monk 3	2																																																																																																	0											
144	Human NPC Mage 1	2																																																																																																	0											
145	Human NPC Mage 2	2																																																																																																	0											
146	Human NPC Mage 3	2																																																																																																	0											
147	Human NPC Archer 1	2																																																																																																	0											
148	Human NPC Archer 2	2																																																																																																	0											
149	Human NPC Archer 3	2																																																																																																	0											
150	Orc NPC Hunter 1	2																																																																																																	0											
151	Orc NPC Hunter 2	2																																																																																																	0											
152	Orc NPC Hunter 3	2																																																																																																	0											
153	Orc NPC Monk 1	2																																																																																																	0											
154	Orc NPC Monk 2	2																																																																																																	0											
155	Orc NPC Monk 3	2																																																																																																	0											
156	Orc NPC Sorcerer 1	2																																																																																																	0											
157	Orc NPC Sorcerer 2	2																																																																																																	0											
158	Orc NPC Sorcerer 3	2																																																																																																	0											
159	Orc NPC Berserker 1	2																																																																																																	0											
160	Orc NPC Berserker 2	2																																																																																																	0											
161	Orc NPC Berserker 3	2																																																																																																	0											
162	Delfaras NPC Blas	2																																																																																																	0											
163	Delfaras NPC Delphin	2																																																																																																	0											
164	Delfaras NPC Himena	2																																																																																																	0											
165	Delfaras NPC Marissa	2																																																																																																	0											
166	Delfaras NPC Monte	2																																																																																																	0											
167	Delfaras NPC Panales	2																																																																																																	0											
168	Kuhn NPC Azmaul	2																																																																																																	0											
169	Kuhn NPC Koppo	2																																																																																																	0											
170	Kuhn NPC Farmwill	2																																																																																																	0											
171	Kuhn NPC Guttsera	2																																																																																																	0											
172	Kuhn NPC Ceci	2																																																																																																	0											
173	Kuhn NPC Vaihal	2																																																																																																	0											
174	Tullan NPC Aran	2																																																																																																	0											
175	Tullan NPC Guard A	2																																																																																																	0											
176	Tullan NPC Guard B	2																																																																																																	0											
177	Tullan NPC Ermelen	2																																																																																																	0											
178	Tullan NPC Abby	2																																																																																																	0											
179	Tullan NPC Liam	2																																																																																																	0											
180	Tullan NPC Amy	2																																																																																																	0											
181	Tullan NPC Ewan	2																																																																																																	0											
182	Tullan NPC Ryan	2																																																																																																	0											
183	Tullan NPC Cutty	2																																																																																																	0											
184	Trilgard NPC Gart	2																																																																																																	0											
185	Trilgard NPC Branak	2																																																																																																	0											
186	Trilgard NPC Turant	2																																																																																																	0											
187	Trilgard NPC Dollore	2																																																																																																	0											
188	Trilgard NPC Pim Stronghead	2																																																																																																	0											
189	Trilgard NPC Lytillo	2																																																																																																	0											
190	Trilgard NPC Erval	2																																																																																																	0											
191	Trilgard NPC Goro	2																																																																																																	0											
192	Trilgard NPC Quig	2																																																																																																	0											
193	Arachnoid Queen	196612	11		5	35	165	114	112	134		85	38	22032	605	638				1540	6300	100	56			351	368	25	370	50	50	50	50		100	50	50			6167											188	208							2500																							356	396		1	5	1	3						6	F15D5D	3	1.5		1		1	1								
194	Runebat Leader	196612	11		5	29	130	91	87	106		67	30	15528	477	497				3100	7000	83	47			277	291	25	370	30	30	30	30	100	50	50	50			4315									148	164									2500																							276	308		1	5	1	3						5	BDA66B	3	1.5	1	0		1	1								
195	Ramda	8				1	16	7	8	13		7	5	200	200	200				5000	5000	21	12			5	8																																																										9	5	9	3											1		1	1								
196	Caretaker Cyklon	196612	11		5	88	546	421	385	440		293		2192268	2060	2255				1800	8500	273				1378	1447	40	700	50	50	50	50	50	50	50	50			563993															738	816			2500																							50000	75000			5		3						7	F15D5D	4	10000		0		1	1								
197	Necromantic Ruler	196612	11		5	84	551	386	382	443		290	257	2045298	1992	2180				2500	7000	266	155			1390	1459	25	500	50	50	100		50	50	50	50			523430					744	822													2500																							1428	1580			5		3						4	BDA66B	6	12.10000038	4	1		1	1								
198	Archon Fountain	196608																																																																																																					6							
199	Corpse Eater	196612	11		5	83	541	380	376	436		285	253	1968018	1958	2142				1600	7800	263	153			1366	1435	25	220		100	50	50	50	50	50	50			503949			732	809															2500																							1404	1548			5		3						2	BDA66B	5	12.10000038	2	2		1	1								
200	Accursed Lord	196612	11		5	83	541	328	376	436		285	219	1968018	1958	2142				3000	5250	263	153			1366	1435	25	600	100		50	50	50	50	50	50			503949	732	809																	2500																							1404	1548			5		3						1	BDA66B	5	12.10000038	3	0		1	1								
201	Gale Fleshripper	196612	11		5	84	537	401	372	433		283	267	2045298	1992	2180				2000	6500	266	155			1354	1422	40	280	50	50		100	50	50	50	50			523430							725	801											2500																							1428	1580			5		3						3	BDA66B	5	12.10000038	5	0		1	1								
202	Sickle Flameweaver	196612	11		5	85	560	393	389	451		295	262	2125752	2026	2217				3000	8000	270	158			1414	1484	25	470	30	30	30	30	100	50	50	50			543456									757	837									2500																							1460	1612			5		3						5	BDA66B	5	12.10000038	1	0		1	1								
203	Fallen Sentinel	196612	11		5	85	560	393	389	451		295	262	2125752	2026	2217				1300	5800	270	158			1414	1484	25	270	30	30	30	30	100	50	50	50			543456									757	837									2500																							1460	1612			5		3						5	BDA66B	5	12.10000038	1	0		2	1								
204	Hatebringer	196612	11		5	78	475	357	334	383		255	238	330234	1793	1959				2250	5800	245	140			1499	1574	35	270		100	50	50	50	50	50	50			137996			803	887															2500																							1256	1392			5		3						2	BDA66B	5	2.099999905	2	1		1	1								
205	Vynil Tail	196612	11		5	78	495	347	343	399		260	232	330234	1793	1959				3000	6500	245	140			1563	1641	25	800		100	50	50	50	50	50	50			137996			837	925															2500																							1256	1392			5		3						2	BDA66B	5	2.099999905	2	2		1	1		1						
206	Accursed Warrior	196612	11		5	79	504	354	350	406		265	236	340722	1826	1995				1900	6500	249	143			1592	1671	25	270	100		50	50	50	50	50	50			143670	852	942																	2500																							1288	1424			5		3						1	BDA66B	5	2.099999905	3	0		1	1								
207	Accursed Lasher	196612	11		5	79	463	344	331	374		254	230	340722	1826	1995				1500	6000	249	143			1460	1533	35	250	100		50	50	50	50	50	50			143670	782	864																	2500																							1288	1424			5		3						1	BDA66B	5	2.099999905	3	0		1	1								
208	Necromantic Observer	196612	11		5	80	484	385	347	390		264	257	353942	1858	2031				1500	5500	252	145			1528	1604	40	250	50	50		100	50	50	50	50			149503					818	904													2500																							1316	1452			5		3						4	BDA66B	5	2.099999905	4	1		1	1								
209	Necromantic Messenger	196612	11		5	80	514	360	356	413		270	240	353942	1858	2031				3500	7900	252	145			1621	1702	25	500	50	50		100	50	50	50	50			149503					868	960													2500																							1316	1452			5		3						4	BDA66B	5	2.099999905	4	0		1	1								
210	Gale Carrion Feeder	196612	11		5	81	523	367	363	421		275	244	364541	1891	2068				1600	7000	256	148			1649	1732	25	270	50	50	100		50	50	50	50			155496							884	977											2500																							1340	1484			5		3						3	BDA66B	5	2.099999905	5	0		1									
211	Gale Talonbane	196612	11		5	81	493	392	353	397		269	262	364541	1891	2068				2000	6500	256	148			1555	1633	40	80	50	50	100		50	50	50	50			155496							833	921											2500																							1340	1484			5		3						3	BDA66B	5	2.099999905	5	0		1	1								
212	Blade Flameweaver	196612	11		5	82	496	367	349	401		268	245	378782	1925	2105				2500	7000	259	150			1566	1644	35	270	30	30	30	30	100	50	50	50			161660									839	927									2500																							1372	1516			5		3						5	BDA66B	5	2.099999905	1	0		1	1								
213	Fallen Advocate	196612	11		5	82	501	409	359	404		274	273	378782	1925	2105				2200	8000	259	150			1583	1662	40	250	30	30	30	30	100	50	50	50			161660									847	937									2500																							1372	1516			5		3						5	BDA66B	5	2.099999905	1	0		1	1								
214	Lyrin Footman	196612	11		5	71	397	312	269	321		203	104	117148	1509	1643				1100	7500	209	122			1103	1158	47	800	50	50	50	50	50	50	50	50			44681																			2500																							673	743		1	5	1	3								5	1.700000048		0		1	1		1						
215	Lyrin Sentinel	196612	11		5	72	405	319	275	328		207	106	122006	1540	1677				1100	7500	213	124			1126	1182	47	800	50	50	50	50	50	50	50	50			46742																			2500																							688	758		1	5	1	3								5	1.700000048		0		1	1		1						
216	Lyrin Soldier	196612	11		5	71	397	312	269	321		203	104	117148	1509	1643				1100	7500	209	122			1103	1158	47	800	50	50	50	50	50	50	50	50			44681																			2500																							673	743		1	5	1	3								5	1.700000048		0		1	1		1						
217	Lyrin Recruit	196612	11		5	70	384	306	274	310		209	204	112194	1478	1609				1100	7500	205	120			427	449	47	150	50	50	50	50		100	50	50			51223											458	506							2500																							655	725		1	5	1	3						6	FFFF00	5	1.899999976		0		1	1								
218	Lyrin Slayer	196612	11		5	70	389	306	264	315		198	102	112194	1478	1609				1100	7500	205	120			1081	1135	47	150	50	50	50	50	50	50	50	50			42686																			2500																							655	725		1	5	1	3								5	1.700000048		0		1	1								
219	Effel Shocktrooper	196612	11		5	74	405	297	273	325		205	99	130976	1602	1746				3000	6500	221	128			1124	1181	42	200	50	50	50	50	50	50	50	50			51063																			2500																							720	795			5		3								5	1.700000048		0		1	1								
220	Effel Warrior	196612	11		5	73	402	304	272	327		206	101	125773	1571	1712				3000	7000	217	126			1118	1174	42	200	50	50	50	50	50	50	50	50			48870																			2500																							703	778			5		3								5	1.700000048		0		1	1								
221	Lyrin Commander	196612	11		5	73	404	299	284	327		218	199	125773	1571	1712				3000	7000	217	126			449	472	42	200	50	50		100	50	50	50	50			58644					482	532													2500																							703	778			5		3						4	FFFF00	5	1.899999976	4	0		1	1								
222	Effel Guardian	196612	11		5	75	450	294	295	360		220	98	135033	1633	1781				1800	6500	225	130			1249	1312	37	250	50	50	50	50	50	50	50	50			53328																			2500																							738	815			5		3								5	1.700000048		0		1	1								
