TID	ItemName	Level	SuitableLevelMin	SuitableLevelMax	Class	Race	Gender	Part	Kind	ItemType	Type	SubType	ExtraType	BoundType	EventItem	PCBang Only	Villain Only	GroupID	DropRate	DropRank	font color	Spirit Type	NPC Price	PC Price	NPC Charisma Price	NPC Shrine Coin	PC Charisma Price	PC Shrine Coin	NPC Arena Coin	Stack	Hand	Rank	DUR	MinSocket	MaxSocket	MinOption	MaxOption	ATK Range	ATK Speed	Physical_Min_Damage	Physical_Max_Damage	Magic_Min_Damage	Water_Min_Damage	Fire_Min_Damage	Earth_Min_Damage	Air_Min_Damage	Poison_Min_Damage	Ice_Min_Damage	Linghtning_Min_Damage	Magic_Max_Damage	Water_Max_Damage	Fire_Max_Damage	Earth_Max_Damage	Air_Max_Damage	Poison_Max_Damage	Ice_Max_Damage	Linghtning_Max_Damage	Physical_Defense_Point	Physical_ATKRate	Magic_ATKRate 	PDR	BlockRate	Magic_Defense_Point	Water_Defense_Point	Fire_Defense_Point	Earth_Defense_Point	Air_Defense_Point	Poison_Defense_Point	Ice_Defense_Point	Linghtning_Defense_Point	Magic_Defense_Rate	Water_Defense_Rate	Fire_Defense_Rate	Earth_Defense_Rate	Air_Defense_Rate	Poison_Defense_Rate	Ice_Defense_Rate	Linghtning_Defense_Rate	CON_Bonus_Point	STR_Bonus_Point	DEX_Bonus_Point	INT_Bonus_Point	Wis_Bonus_Point	Apply Effect Count	Apply Effect Time	Use Interval	HP	SP	MP	Rune Attribute	Use skill id	Use skill level	Polymorph Id	Polymorph Dur	FirstCategory	FirstCategoryName	SecondCategory	SecondCategoryName	PhysicalRank	Hp_Buff	Mp_Buff	Attack_Buff	Defense_Buff	Run_Buff	Cash	Destination	RemainTime	ExpireTime	classify_id	CanStopUsingItem	CashItemUseType	EnableOnRide	Buyer_Type	Using_Type	OptionTID	PotionType2	Link_id	Skill_plus	Gambling	QuestItem	Gacha_Type_Numer	GachaRank	Gacha_Point_Type	StaminaCure	RemainPetStamina	GachaMinLv	GachaMaxLv	Item_section_num	Heroic_Min_Damage	Heroic_Max_Damage	Heroic_Defense_Point
187	Steelcrusher Bracers	21	15	26	1	2		5	1	0								5	400	1			880	37								1	42	1	2	1	2																					4																																					11	Normal Armor	115	Berserker(Orc)	9																				1		2										
188	Steelcrusher Greaves	21	15	26	1	2		6	1	0								5	400	1			1760	73								1	56	1	3	1	3																					6																																					11	Normal Armor	115	Berserker(Orc)	9																				1		2										
189	Steelcrusher Boots	21	15	26	1	2		7	1	0								5	400	1			880	37								1	42	1	2	1	2																					4																																					11	Normal Armor	115	Berserker(Orc)	9																				1		2										
190	Small Life Potion		1	17						1	0							16	3000	1			10	5						9999																																																								2000	75								81	Potion	318	Recover																																	
191	Antidote Potion									1	0												100	10						99																																																						1																																															
192	Small Stamina Potion									1	0																			99																																																						4	400	200																																													
193	Small Mana Potion		1	17						1	0							16	1000	1			10	5						9999																																																								2000			45						81	Potion	318	Recover																																	
194	Arrow									1	5												0.1000000015							99999																																																																																																					
195	Clothes box									2	0																																																																																																																								
196	Fire Necklace	10	1	15				13	16	0								14	2000	2			3500	88								1				1	3																												2																														51	Accessory	410	Necklace																					1		3	1				1	17				
197	Blood Ring	30	24	36				11	8	0								14	2000	2			16300	408								1				1	3																																										3																51	Accessory	409	Ring																					1		3	1				24	42				
198	Passport		1	99						1	4	0						18	2000	1			200	20						999																																																																	91	Passport	323	Passport																																	
199	Marvel Cube									1	3																			99																																																																																																					
200	Earth Elemental Stone		1	17						1	2							11	3000	1		4	700	70						999		1																																																															31	Elemental Stone	304	Earth																																	
201	Water Elemental Stone		1	17						1	2							11	3000	1		2	700	70						999		1																																																															31	Elemental Stone	303	Water																																	
202	Wind Elemental Stone		1	17						1	2							11	3000	1		5	700	70						999		1																																																															31	Elemental Stone	302	Air																																	
203	Fire Elemental Stone		1	17						1	2							11	3000	1		3	700	70						999		1																																																															31	Elemental Stone	301	Fire																																	
204	Magic Elemental Stone		1	17						1	2							11	3000	1		1	700	70						999		1																																																															31	Elemental Stone	305	Magic																																	
205	Dark Wood Claw							10	2	0	0																				1							0	0	0	0																																																																																										
206	Easy Wing							10	2	0	0																				1							0	0	0	0																																																																																										
207	Ivory Wing							10	2	0	0																				1							0	0	0	0																																																																																										
208	Steel Claw							10	2	0	0																				1							0	0	0	0																																																																																										
209	String Wing							10	2	0	0																				1							0	0	0	0																																																																																										
210	Wild Cat Claw							10	2	0	0																				1							0	0	0	0																																																																																										
211	Champion Wing							10	2	0	0																				1							0	0	0	0																																																																																										
212	Wolf Claw							10	2	0	0																				1							0	0	0	0																																																																																										
213	Roundtrip Passport		1	99						1	4	1						18	1000	1			500	50						999																																																								1000									91	Passport	323	Passport																												1	99				
214	Life Ring	15	1	20				11	8	0								14	2000	2			4500	113								1				1	3																																										2																51	Accessory	409	Ring																					1		3	1				1	23				
215	Flash Necklace	24	18	29				13	16	0								14	2000	2			12300	308								1				1	3																												4																														51	Accessory	410	Necklace																					1		3	1				18	35				
216	Water Necklace	10	1	15				13	16	0								14	2000	2			3500	88								1				1	3																											2																															51	Accessory	410	Necklace																					1		3	1				1	17				
217	Tear Necklace	24	18	29				13	16	0								14	2000	2			12300	308								1				1	3																											4																															51	Accessory	410	Necklace																					1		3	1				18	35				
218	Earth Necklace	10	1	15				13	16	0								14	2000	2			3500	88								1				1	3																													2																													51	Accessory	410	Necklace																					1		3	1				1	17				
219	Stalactite Necklace	24	18	29				13	16	0								14	2000	2			12300	308								1				1	3																													4																													51	Accessory	410	Necklace																					1		3	1				18	35				
220	Magic Necklace	10	1	15				13	16	0								14	2000	2			3500	88								1				1	3																										2																																51	Accessory	410	Necklace																					1		3	1				1	17				
221	Enchantment Necklace	24	18	29				13	16	0								14	2000	2			12300	308								1				1	3																										4																																51	Accessory	410	Necklace																					1		3	1				18	35				
222	Air Necklace	10	1	15				13	16	0								14	2000	2			3500	88								1				1	3																														2																												51	Accessory	410	Necklace																					1		3	1				1	17				
223	Gale Necklace	24	18	29				13	16	0								14	2000	2			12300	308								1				1	3																														4																												51	Accessory	410	Necklace																					1		3	1				18	35				
224	Might Ring	15	1	20				11	8	0								14	2000	2			4500	113								1				1	3																																											5															51	Accessory	409	Ring																					1		3	1				1	23				
225	Gorgon Ring	30	24	36				11	8	0								14	2000	2			16300	408								1				1	3																																											10															51	Accessory	409	Ring																					1		3	1				24	42				
