Name	Position	Rotation	Radius
nd010_14	-803897,0,-278788	0,0	753.6920166
nd010_15	-804812,0,-279434	0,0	753.6920166
nd011_1	-804785,0,-283095	0,0	753.6920166
nd011_2	-804193,0,-284549	0,0	753.6920166
nd011_3	-803224,0,-285141	0,0	753.6920166
nd011_4	-801716,0,-287563	0,0	753.6920166
nd011_5	-801770,0,-290040	0,0	699.8569946
nd011_6	-802255,0,-290740	0,0	699.8569946
nd011_7	-801232,0,-291332	0,0	753.6920166
nd011_8	-802255,0,-292516	0,0	753.6920166
nd011_9	-800370,0,-293755	0,0	807.5280151
nd011_10	-801286,0,-294024	0,0	699.8569946
nd011_11	-801770,0,-295047	0,0	753.6920166
nd011_12	-801555,0,-296715	0,0	753.6920166
nd011_13	-800801,0,-297631	0,0	699.8569946
nd011_14	-797329,0,-297577	0,0	753.6920166
nd011_15	-795606,0,-297631	0,0	699.8569946
nd011_16	-793506,0,-297631	0,0	753.6920166
nd011_17	-792214,0,-296285	0,0	699.8569946
nd011_18	-791945,0,-295154	0,0	753.6920166
nd011_19	-787423,0,-294562	0,0	699.8569946
nd011_20	-786185,0,-294993	0,0	753.6920166
nd011_21	-785700,0,-296985	0,0	753.6920166
nd011_22	-783708,0,-297631	0,0	699.8569946
nd011_23	-782578,0,-297523	0,0	646.0219727
nd012_1	-792053,0,-282826	0,0	699.8569946
nd012_2	-792053,0,-283849	0,0	592.1870117
nd012_3	-791999,0,-284926	0,0	646.0219727
nd012_4	-792107,0,-287617	0,0	699.8569946
nd012_5	-790976,0,-287886	0,0	646.0219727
nd012_6	-787961,0,-287321	0,0	807.5280151
nd012_7	-786616,0,-289259	0,0	807.5280151
nd012_8	-785377,0,-287698	0,0	699.8569946
nd012_9	-783870,0,-288344	0,0	646.0219727
nd012_10	-782362,0,-288290	0,0	699.8569946
nd012_11	-779832,0,-288559	0,0	699.8569946
nd012_12	-779456,0,-292166	0,0	699.8569946
nd012_13	-779348,0,-293135	0,0	699.8569946
nd012_14	-779294,0,-294697	0,0	646.0219727
nd012_15	-779509,0,-296527	0,0	699.8569946
nd012_16	-779725,0,-297442	0,0	646.0219727
nd012_17	-777248,0,-297765	0,0	646.0219727
nd012_18	-775795,0,-297577	0,0	646.0219727
nd012_19	-773426,0,-297038	0,0	699.8569946
nd012_20	-772995,0,-295962	0,0	646.0219727
nd012_21	-773103,0,-293970	0,0	646.0219727
nd012_22	-772834,0,-292947	0,0	646.0219727
nd013_1	-789523,0,-281507	0,0	699.8569946
nd013_2	-789146,0,-280646	0,0	699.8569946
nd013_3	-788338,0,-278815	0,0	699.8569946
nd013_4	-786131,0,-278438	0,0	699.8569946
nd013_5	-784561,0,-278361	0,0	672.9400024
nd013_6	-780523,0,-279333	0,0	598.1680298
nd013_7	-783402,0,-278623	0,0	672.9400024
nd013_8	-781196,0,-277800	0,0	710.3250122
nd013_9	-778131,0,-278585	0,0	672.9400024
nd013_10	-777046,0,-278697	0,0	635.5540161
nd013_11	-775102,0,-278548	0,0	672.9400024
nd013_12	-774093,0,-278884	0,0	672.9400024
nd013_13	-773046,0,-280679	0,0	710.3250122
nd013_14	-772953,0,-281894	0,0	672.9400024
nd013_15	-773252,0,-284249	0,0	635.5540161
nd013_16	-774224,0,-284810	0,0	635.5540161
nd013_17	-776093,0,-286604	0,0	710.3250122
nd013_18	-775794,0,-287651	0,0	672.9400024
nd013_19	-773140,0,-289520	0,0	635.5540161
nd013_20	-770597,0,-291464	0,0	598.1680298
nd013_21	-769809,0,-289764	0,0	650
nd013_22	-768314,0,-288362	0,0	654.2470093
nd013_23	-766632,0,-290044	0,0	623.09198
nd013_24	-766226,0,-290979	0,0	560.78302
nd013_25	-763173,0,-291290	0,0	623.09198
nd013_26	-762270,0,-291259	0,0	623.09198
nd013_27	-759902,0,-291290	0,0	747.7109985
nd014_1	-757195,0,-291171	0,0	861.3629761
nd014_2	-756010,0,-291548	0,0	807.5269775
nd014_3	-755526,0,-295208	0,0	753.6920166
nd014_4	-755203,0,-293378	0,0	700
nd014_5	-752834,0,-294078	0,0	646.0219727
nd014_6	-752404,0,-295101	0,0	753.6920166
nd014_7	-748958,0,-291924	0,0	699.8569946
nd014_8	-748743,0,-290794	0,0	753.6920166
nd014_9	-750304,0,-289556	0,0	753.6920166
nd014_10	-748958,0,-289233	0,0	699.8569946
nd014_11	-751542,0,-289340	0,0	861.3629761
nd014_12	-751542,0,-287994	0,0	753.6920166
nd014_13	-755257,0,-289825	0,0	807.5269775
nd014_14	-754718,0,-288748	0,0	753.6920166
nd014_15	-752673,0,-288963	0,0	699.8569946
nd015_1	-738645,0,-224272	0,0	628.0770264
nd015_2	-738652,0,-225031	0,0	635.5540161
nd015_3	-737718,0,-226676	0,0	598.1680298
nd015_4	-736746,0,-226714	0,0	672.9390259
nd015_5	-733643,0,-226901	0,0	710.3250122
nd015_6	-732671,0,-227499	0,0	672.9390259
nd015_7	-732147,0,-230078	0,0	710.3250122
nd015_8	-732110,0,-231200	0,0	672.9390259
nd015_9	-732521,0,-232546	0,0	710.3250122
nd015_10	-732409,0,-233705	0,0	710.3250122
nd015_11	-735699,0,-233256	0,0	710.3250122
nd015_12	-736933,0,-233219	0,0	710.3250122
nd015_13	-740671,0,-233200	0,0	635.5540161
nd015_14	-741718,0,-233611	0,0	635.5540161
nd015_15	-741681,0,-232041	0,0	710.3250122
nd015_16	-743812,0,-232752	0,0	635.5540161
nd015_17	-744821,0,-232938	0,0	672.9390259
nd015_18	-747774,0,-233238	0,0	598.1680298
nd015_19	-748784,0,-233238	0,0	635.5540161
nd015_20	-751027,0,-233724	0,0	672.9390259
nd015_21	-751363,0,-234621	0,0	672.9390259
nd016_1	-732351,0,-236502	0,0	753.6920166
nd016_2	-732216,0,-237633	0,0	753.6920166
nd016_3	-732432,0,-241347	0,0	699.8569946
nd016_4	-732701,0,-242370	0,0	753.6920166
nd016_5	-732109,0,-244282	0,0	753.6920166
nd016_6	-732270,0,-245197	0,0	753.6920166
nd016_7	-733454,0,-245950	0,0	753.6920166
nd016_8	-732701,0,-246758	0,0	646.0219727
nd016_9	-732324,0,-248427	0,0	699.8569946
nd016_10	-732216,0,-249477	0,0	699.8569946
nd016_11	-732217,0,-252707	0,0	807.5269775
nd016_12	-732217,0,-253892	0,0	699.8569946
nd016_13	-730225,0,-255776	0,0	753.6920166
nd016_14	-728986,0,-257660	0,0	753.6920166
nd016_15	-729040,0,-258737	0,0	753.6920166
nd016_16	-731032,0,-262074	0,0	753.6920166
nd016_17	-734531,0,-261967	0,0	753.6920166
nd016_18	-735662,0,-262128	0,0	753.6920166
nd016_19	-737600,0,-262182	0,0	753.6920166
nd016_20	-738623,0,-262290	0,0	753.6920166
nd016_21	-741692,0,-261428	0,0	699.8569946
nd016_22	-742822,0,-261859	0,0	699.8569946
nd016_23	-743845,0,-261859	0,0	753.6920166
nd016_24	-746644,0,-261967	0,0	699.8569946
nd016_25	-747829,0,-261967	0,0	753.6920166
nd016_26	-750106,0,-261914	0,0	753.6920166
nd017_1	-751308,0,-237426	0,0	672.9390259
nd017_2	-751532,0,-238435	0,0	672.9390259
nd017_3	-751420,0,-239332	0,0	635.5529785
nd017_4	-751532,0,-242099	0,0	672.9390259
nd017_5	-751383,0,-243034	0,0	710.3239746
nd017_6	-751420,0,-245351	0,0	710.3239746
nd017_7	-751420,0,-247744	0,0	710.3239746
nd017_8	-751046,0,-248754	0,0	710.3239746
nd017_9	-752168,0,-248754	0,0	635.5529785
nd017_10	-752411,0,-251882	0,0	654.2459717
nd017_11	-751913,0,-252692	0,0	654.2459717
nd017_12	-751446,0,-255122	0,0	685.401001
nd017_13	-751383,0,-256119	0,0	654.2459717
nd017_14	-751446,0,-259141	0,0	654.2459717
nd017_15	-751414,0,-260200	0,0	716.5549927
nd017_16	-752038,0,-262070	0,0	654.2459717
nd017_17	-756835,0,-261883	0,0	685.401001
nd017_18	-757801,0,-262101	0,0	623.0910034
nd017_19	-755870,0,-262163	0,0	654.2459717
nd017_20	-761633,0,-262163	0,0	654.2459717
nd017_21	-762692,0,-261914	0,0	685.401001
nd017_22	-765746,0,-262007	0,0	654.2459717
nd018_1	-768614,0,-263170	0,0	762.6640015
nd018_2	-767627,0,-261734	0,0	762.6640015
nd018_3	-768704,0,-260882	0,0	762.6640015
nd018_4	-771306,0,-263618	0,0	762.6640015
nd018_5	-769915,0,-265458	0,0	717.8010254
nd018_6	-772024,0,-266804	0,0	672.9390259
nd018_7	-772831,0,-266220	0,0	628.0759888
nd018_8	-776420,0,-265009	0,0	717.8010254
nd018_9	-771844,0,-262631	0,0	762.6640015
nd018_10	-770409,0,-258728	0,0	672.9390259
nd018_11	-771485,0,-258863	0,0	762.6640015
nd018_12	-772831,0,-261914	0,0	762.6640015
nd018_13	-773145,0,-258549	0,0	762.6640015
nd018_14	-773100,0,-260971	0,0	672.9390259
e209_1	-775070,0,-260891	0,0	2300
e210_1	-753484,0,-289857	0,0	1651.189941
e210_2	-750680,0,-293658	0,0	1806.969971
lw001_01	-769345,0,-144408	0,0	897.2529907
lw001_02	-770840,0,-142950	0,0	897.2529907
lw001_03	-770878,0,-144371	0,0	897.2529907
lw001_04	-769382,0,-142913	0,0	897.2529907
lw001_05	-773682,0,-144296	0,0	710.3250122
lw001_06	-773682,0,-143100	0,0	710.3250122
lw001_07	-776112,0,-143736	0,0	635.5540161
lw001_08	-778505,0,-144334	0,0	822.4819946
lw001_09	-778467,0,-143025	0,0	822.4819946
lw002_01	-780860,0,-143810	0,0	560.78302
lw002_02	-781009,0,-144894	0,0	523.3969727
lw002_03	-783215,0,-144894	0,0	560.78302
lw002_04	-786243,0,-141754	0,0	897.2529907
lw002_05	-783776,0,-141717	0,0	897.2529907
lw002_06	-785010,0,-141717	0,0	897.2529907
lw002_07	-785641,0,-143740	0,0	519.242981
lw002_08	-786212,0,-144960	0,0	545.2059937
lw002_09	-787718,0,-144908	0,0	545.2059937
lw003_01	-790508,0,-144933	0,0	901.4639893
lw003_02	-791500,0,-145774	0,0	600.9760132
lw003_03	-789577,0,-145909	0,0	600.9760132
lw003_04	-791470,0,-143941	0,0	600.9760132
lw003_05	-789577,0,-143941	0,0	600.9760132
lw003_06	-789382,0,-144887	0,0	540.8779907
lw003_07	-790569,0,-146119	0,0	480.7810059
lw004_01	-790133,0,-149124	0,0	901.4639893
lw004_02	-788946,0,-149079	0,0	901.4639893
lw004_03	-787744,0,-149094	0,0	901.4639893
lw004_04	-786527,0,-149124	0,0	901.4639893
lw004_05	-781788,0,-147979	0,0	934.6380005
lw004_06	-779078,0,-147979	0,0	965.7930298
lw004_07	-780480,0,-147543	0,0	654.2470093
lw004_08	-777364,0,-147855	0,0	996.9470215
lw004_09	-775620,0,-148259	0,0	1495.420044
lw004_10	-775526,0,-150627	0,0	1433.109985
lw004_11	-775495,0,-153088	0,0	1433.109985
lw004_12	-780511,0,-150409	0,0	498.473999
lw005_03	-780667,0,-153525	0,0	903.4840088
lw005_05	-784875,0,-154514	0,0	467.3190002
lw005_06	-786381,0,-156253	0,0	986.5620117
lw005_07	-783214,0,-156253	0,0	986.5620117
lw005_08	-784797,0,-156357	0,0	986.5620117
lw005_09	-780669,0,-153346	0,0	519.242981
lw006_01	-789912,0,-157305	0,0	986.5620117
lw006_02	-789782,0,-158525	0,0	830.789978
lw006_03	-790457,0,-161173	0,0	467.3190002
lw006_04	-790639,0,-163380	0,0	1220.219971
lw006_05	-788692,0,-163354	0,0	1246.180054
lw006_06	-786900,0,-163276	0,0	1272.150024
lw006_07	-784434,0,-159823	0,0	908.6760254
lw006_08	-783032,0,-159875	0,0	986.5620117
lw006_09	-783915,0,-162809	0,0	571.1680298
lw007_01	-784174,0,-168443	0,0	500
lw007_02	-788432,0,-168546	0,0	441.3569946
lw007_03	-789341,0,-168157	0,0	700
lw007_04	-786667,0,-168520	0,0	960.5999756
lw007_05	-785239,0,-167897	0,0	700
lw007_06	-783681,0,-168520	0,0	986.5620117
lw008_01	-780499,0,-168300	0,0	800.5
lw008_02	-779785,0,-164016	0,0	757.2299805
lw008_03	-776886,0,-163757	0,0	1276.469971
lw008_04	-776842,0,-160663	0,0	627.4190063
lw008_05	-774203,0,-160555	0,0	1254.839966
lw008_06	-776799,0,-163951	0,0	800.5
lw008_07	-773078,0,-161182	0,0	670.6890259
lw008_08	-773078,0,-159927	0,0	649.0540161
ib001_01	-761102,0,-165625	0,0	1500
ib001_02	-762522,0,-164728	0,0	1500
ib001_03	-759681,0,-164802	0,0	1500
ib001_04	-762335,0,-162783	0,0	1500
ib001_05	-759793,0,-162709	0,0	1500
nd020_1	-795627,0,-66400.5	0,0	800
nd020_2	-795216,0,-65428.5	0,0	800
nd020_3	-795221,0,-68784	0,0	800
nd020_4	-795377,0,-69848.5	0,0	800
nd020_5	-797548,0,-70745	0,0	804.8270264
nd020_6	-798651,0,-72432.601563	0,0	804.8270264
nd020_7	-798628,0,-73520.296875	0,0	800
nd020_8	-797444,0,-73738.296875	0,0	800.5
nd020_9	-801681,0,-74018.703125	0,0	800.5
nd020_10	-802600,0,-74027.898438	0,0	800.5
nd020_11	-803610,0,-74027.898438	0,0	800
nd020_12	-795481,0,-74953.398438	0,0	800
nd020_13	-795481,0,-75888	0,0	800
nd020_14	-794484,0,-76729.203125	0,0	800
nd020_15	-804703,0,-74766.5	0,0	800
nd021_1	-804921,0,-79128.101563	0,0	800
nd021_2	-804111,0,-80000.398438	0,0	800
nd021_3	-802896,0,-80498.898438	0,0	800
nd021_4	-801712,0,-83022.398438	0,0	800
nd021_5	-801775,0,-85109.796875	0,0	800
nd021_6	-802304,0,-86013.296875	0,0	800
nd021_7	-801027,0,-86542.898438	0,0	800
nd021_8	-802556,0,-87782.703125	0,0	800
nd021_9	-800587,0,-89015.898438	0,0	800
nd021_10	-801518,0,-89816.398438	0,0	800.5
nd021_11	-801959,0,-90748.796875	0,0	804.8270264
nd021_12	-801505,0,-92202.703125	0,0	900
nd021_13	-800388,0,-92955.601563	0,0	804.8270264
nd021_14	-796987,0,-92825.796875	0,0	804.8270264
nd021_15	-795767,0,-92825.796875	0,0	804.8270264
nd021_16	-793612,0,-92721.898438	0,0	800
nd021_17	-792080,0,-91397.898438	0,0	800
nd021_18	-791613,0,-90151.703125	0,0	804.8270264
nd021_19	-787926,0,-89580.5	0,0	804.8270264
nd021_20	-786628,0,-90125.703125	0,0	804.8270264
nd021_21	-785668,0,-92046.898438	0,0	804.8270264
nd021_22	-783565,0,-92981.601563	0,0	804.8270264
nd021_23	-782526,0,-92799.796875	0,0	597.1300049
nd022_1	-791992,0,-77913	0,0	700
nd022_2	-792086,0,-79034.601563	0,0	700
nd022_3	-791992,0,-80093.898438	0,0	700
nd022_4	-791899,0,-83053.601563	0,0	700
nd022_5	-790839,0,-83209.296875	0,0	700
nd022_6	-787880,0,-82150.101563	0,0	800
nd022_7	-786602,0,-84642.5	0,0	800
nd022_8	-785356,0,-82835.5	0,0	700
nd022_9	-783985,0,-83520.898438	0,0	747.710022
nd022_10	-782739,0,-83552	0,0	685.401001
nd022_11	-780029,0,-83707.796875	0,0	685.401001
nd022_12	-779437,0,-87041.398438	0,0	654.2459717
nd022_13	-779406,0,-87882.5	0,0	623.09198
nd022_14	-779177,0,-89411.796875	0,0	600
nd022_15	-779593,0,-92150.703125	0,0	600
nd022_16	-778876,0,-92836.101563	0,0	623.09198
nd022_17	-777007,0,-93116.5	0,0	623.09198
nd022_18	-776010,0,-92867.296875	0,0	654.2459717
nd022_19	-773424,0,-92244.203125	0,0	623.09198
nd022_20	-773050,0,-91340.703125	0,0	591.9370117
nd022_22	-773054,0,-88716.5	0,0	654.2459717
nd022_21	-772561,0,-87953.898438	0,0	672.9390259
nd023_1	-789765,0,-76869.398438	0,0	747.710022
nd023_2	-789235,0,-75965.898438	0,0	747.710022
nd023_3	-788300,0,-74127.796875	0,0	685.401001
nd023_4	-785995,0,-73722.796875	0,0	685.401001
nd023_5	-784274,0,-73499	0,0	700
nd023_6	-780614,0,-74575.703125	0,0	685.401001
nd023_7	-783198,0,-73660.601563	0,0	800
nd023_8	-781098,0,-72745.296875	0,0	675.0159912
nd023_9	-778191,0,-73660.601563	0,0	753.6920166
nd023_10	-777276,0,-73929.703125	0,0	699.8569946
nd023_11	-775122,0,-73875.898438	0,0	807.5269775
nd023_12	-774261,0,-73983.5	0,0	807.5269775
nd023_13	-772915,0,-75490.898438	0,0	807.5269775
nd023_14	-773023,0,-76836.796875	0,0	807.5269775
nd023_15	-773346,0,-79474.703125	0,0	807.5269775
nd023_16	-774476,0,-79959.296875	0,0	753.6920166
nd023_17	-776091,0,-82220.296875	0,0	753.6920166
nd023_18	-775391,0,-82974	0,0	807.5269775
nd023_19	-773130,0,-84804.398438	0,0	753.6920166
nd023_20	-770708,0,-86688.601563	0,0	753.6920166
nd023_21	-769900,0,-85073.601563	0,0	699.8569946
nd023_22	-768231,0,-83566.203125	0,0	699.8569946
nd023_23	-766562,0,-85181.296875	0,0	646.0219727
nd023_24	-766078,0,-86096.5	0,0	699.8569946
nd023_25	-763063,0,-86419.5	0,0	753.6920166
nd023_26	-761962,0,-86439.296875	0,0	753.6920166
nd023_27	-759887,0,-86365.601563	0,0	753.6920166
nd024_1	-757083,0,-86204.203125	0,0	717.802002
nd024_2	-756320,0,-86787.398438	0,0	717.802002
nd024_3	-755289,0,-90376.5	0,0	672.9390259
nd024_4	-755154,0,-88851.101563	0,0	672.9390259
nd024_5	-752731,0,-89524	0,0	672.9390259
nd024_6	-752148,0,-90421.296875	0,0	717.802002
nd024_7	-748941,0,-87079	0,0	628.0770264
nd024_8	-748492,0,-86092.101563	0,0	717.802002
nd024_9	-750062,0,-84880.796875	0,0	717.802002
nd024_10	-749030,0,-84432.101563	0,0	628.0770264
nd024_11	-751094,0,-84252.703125	0,0	672.9390259
nd024_12	-751408,0,-83355.5	0,0	628.0770264
nd024_13	-755401,0,-84835.898438	0,0	672.9390259
nd024_14	-754773,0,-84028.398438	0,0	700
nd024_15	-752933,0,-84028.398438	0,0	672.9390259
e214_1	-753206,0,-85502.101563	0,0	1800
nd025_1	-738514,0,-19367.800781	0,0	800
nd025_2	-738676,0,-20390.699219	0,0	753.6920166
nd025_3	-737491,0,-21790.400391	0,0	699.8569946
nd025_4	-736415,0,-21951.900391	0,0	750
nd025_5	-733077,0,-22301.800781	0,0	699.8569946
nd025_6	-732377,0,-23163.199219	0,0	699.8569946
nd025_7	-732054,0,-25316.599609	0,0	699.8569946
nd025_8	-732216,0,-26501	0,0	753.6920166
nd025_9	-732646,0,-28062.199219	0,0	807.5269775
nd025_10	-732431,0,-29192.699219	0,0	699.8569946
nd025_11	-735661,0,-28439	0,0	753.6920166
nd025_12	-736792,0,-28492.900391	0,0	753.6920166
nd025_13	-740291,0,-28439	0,0	753.6920166
nd025_14	-741421,0,-28762	0,0	753.6920166
nd025_15	-741745,0,-27039.300781	0,0	699.8569946
nd025_16	-743467,0,-27954.5	0,0	753.6920166
nd025_17	-744436,0,-28008.300781	0,0	800
nd025_18	-747720,0,-28465.900391	0,0	699.8569946
nd025_19	-748635,0,-28519.800781	0,0	753.6920166
nd025_20	-751219,0,-28896.599609	0,0	753.6920166
nd025_21	-751435,0,-29865.699219	0,0	753.6920166
nd026_1	-732485,0,-32072.900391	0,0	699.8569946
nd026_2	-732216,0,-33203.398438	0,0	699.8569946
nd026_3	-732307,0,-36654.199219	0,0	753.6920166
nd026_4	-732759,0,-37558.601563	0,0	710.6240234
nd026_5	-732307,0,-39238.199219	0,0	710.6240234
nd026_6	-732242,0,-40078.101563	0,0	710.6240234
nd026_7	-733664,0,-41176.300781	0,0	710.6240234
nd026_8	-732824,0,-41951.5	0,0	710.6240234
nd026_9	-732307,0,-43825	0,0	750
nd026_10	-732113,0,-44987.800781	0,0	710.6240234
nd026_11	-732113,0,-48476.300781	0,0	775.2260132
nd026_12	-732049,0,-49574.601563	0,0	710.6240234
nd026_13	-730175,0,-50931.199219	0,0	710.6240234
nd026_14	-729012,0,-53256.898438	0,0	775.2260132
nd026_15	-728948,0,-54484.398438	0,0	775.2260132
nd026_16	-730627,0,-57133.101563	0,0	775.2260132
nd026_17	-734633,0,-57197.699219	0,0	710.6240234
nd026_18	-735473,0,-57391.5	0,0	710.6240234
nd026_19	-737733,0,-57261.601563	0,0	710.6240234
nd026_20	-738638,0,-57390.800781	0,0	710.6240234
nd026_21	-741609,0,-56744.800781	0,0	710.6240234
nd026_22	-742514,0,-57197	0,0	710.6240234
nd026_23	-743547,0,-57132.398438	0,0	710.6240234
nd026_24	-746519,0,-57164.699219	0,0	710.6240234
nd026_25	-747423,0,-57035.5	0,0	710.6240234
nd026_26	-750266,0,-57035.5	0,0	710.6240234
nd027_1	-751429,0,-32357.400391	0,0	775.2260132
nd027_2	-751364,0,-33584.898438	0,0	775.2260132
nd027_3	-751364,0,-34360.101563	0,0	775.2260132
nd027_4	-751429,0,-37525.601563	0,0	775.2260132
nd027_5	-751364,0,-38365.398438	0,0	775.2260132
nd027_6	-751429,0,-40626.5	0,0	710.6240234
nd027_7	-751558,0,-43339.800781	0,0	775.2260132
nd027_8	-750977,0,-44438	0,0	775.2260132
nd027_9	-752075,0,-44308.800781	0,0	775.2260132
nd027_10	-752721,0,-46957.5	0,0	775.2260132
nd027_11	-752075,0,-47732.699219	0,0	775.2260132
nd027_12	-751364,0,-50187.601563	0,0	775.2260132
nd027_13	-751235,0,-51156.601563	0,0	775.2260132
nd027_14	-751300,0,-54451.398438	0,0	775.2260132
nd027_15	-751364,0,-55614.199219	0,0	710.6240234
nd027_16	-752075,0,-57164.699219	0,0	710.6240234
nd027_17	-756791,0,-56970.898438	0,0	775.2260132
nd027_18	-757760,0,-57358.5	0,0	775.2260132
nd027_19	-755757,0,-57358.5	0,0	775.2260132
nd027_20	-761636,0,-57358.5	0,0	775.2260132
nd027_21	-762928,0,-57035.5	0,0	710.6240234
nd027_22	-765835,0,-57229.300781	0,0	775.2260132
nd028_1	-768419,0,-58316.800781	0,0	753.6920166
nd028_2	-767612,0,-56917.101563	0,0	750
nd028_3	-768473,0,-56001.898438	0,0	807.5280151
nd028_4	-771219,0,-58962.800781	0,0	753.6920166
nd028_5	-769873,0,-60739.398438	0,0	699.8569946
nd028_6	-771865,0,-62139.101563	0,0	753.6920166
nd028_7	-772484,0,-61546.898438	0,0	699.8569946
nd028_8	-776468,0,-60147.199219	0,0	753.6920166
nd028_9	-771945,0,-58101.5	0,0	807.5280151
nd028_10	-770707,0,-54117.699219	0,0	699.8569946
nd028_11	-771515,0,-54010	0,0	807.5280151
nd028_12	-772968,0,-57509.300781	0,0	807.5280151
nd028_13	-773130,0,-54359.898438	0,0	807.5280151
e215_1	-775122,0,-55813.5	0,0	2045.73999
nd028_14	-772107,0,-56567.199219	0,0	699.8569946
e214_2	-750480,0,-88704.101563	0,0	1795.719971
aw001_01	-769345,0,60391.5	0,0	897.2529907
aw001_02	-770840,0,61849.5	0,0	897.2529907
aw001_03	-770878,0,60428.898438	0,0	897.2529907
aw001_04	-769382,0,61886.898438	0,0	897.2529907
aw001_05	-773682,0,60503.699219	0,0	710.3250122
aw001_06	-773682,0,61700	0,0	710.3250122
aw001_07	-776112,0,61064.398438	0,0	635.5540161
aw001_08	-778505,0,60466.300781	0,0	822.4819946
aw001_09	-778467,0,61774.800781	0,0	822.4819946
aw002_01	-780860,0,60989.699219	0,0	560.78302
aw002_02	-781005,0,59880.5	0,0	523.3969727
aw002_03	-783215,0,59905.5	0,0	560.78302
aw002_04	-786243,0,63045.898438	0,0	897.2529907
aw002_05	-783776,0,63083.300781	0,0	897.2529907
aw002_06	-785010,0,63083.300781	0,0	897.2529907
aw002_07	-785641,0,61060.5	0,0	519.242981
aw002_08	-786212,0,59840.199219	0,0	545.2059937
aw002_09	-787718,0,59892.199219	0,0	545.2059937
aw003_01	-790508,0,59867.398438	0,0	901.4639893
aw003_02	-791500,0,59026.101563	0,0	600.9760132
aw003_03	-789577,0,58890.800781	0,0	600.9760132
aw003_04	-791470,0,60859	0,0	600.9760132
aw003_05	-789577,0,60859	0,0	600.9760132
aw003_06	-789382,0,59912.5	0,0	540.8779907
aw003_07	-790569,0,58680.5	0,0	480.7810059
aw004_01	-790133,0,55675.601563	0,0	901.4639893
aw004_02	-788946,0,55720.699219	0,0	901.4639893
aw004_03	-787744,0,55705.699219	0,0	901.4639893
aw004_04	-786527,0,55675.601563	0,0	901.4639893
aw004_05	-781788,0,56820.898438	0,0	934.6380005
aw004_06	-779078,0,56820.898438	0,0	965.7930298
aw004_07	-780480,0,57257	0,0	654.2470093
aw004_08	-777364,0,56945.5	0,0	996.9470215
aw004_09	-775620,0,56540.5	0,0	1495.420044
aw004_10	-775526,0,54172.699219	0,0	1433.109985
aw004_11	-775495,0,51711.5	0,0	1433.109985
aw004_12	-780511,0,54390.800781	0,0	498.473999
aw005_03	-780667,0,51275.300781	0,0	903.4840088
aw005_05	-784875,0,50286.199219	0,0	467.3190002
aw005_06	-786381,0,48546.699219	0,0	986.5620117
aw005_07	-783214,0,48546.699219	0,0	986.5620117
aw005_08	-784797,0,48442.800781	0,0	986.5620117
aw005_09	-780669,0,51454.398438	0,0	519.242981
aw006_01	-789912,0,47495.199219	0,0	986.5620117
aw006_02	-789782,0,46275	0,0	830.789978
aw006_03	-790457,0,43626.898438	0,0	467.3190002
aw006_04	-790639,0,41420.101563	0,0	1220.219971
aw006_05	-788692,0,41446	0,0	1246.180054
aw006_06	-786900,0,41523.898438	0,0	1272.150024
aw006_07	-784434,0,44976.898438	0,0	908.6760254
aw006_08	-783032,0,44925	0,0	986.5620117
aw006_09	-783915,0,41991.199219	0,0	571.1680298
aw007_01	-784218,0,36253.601563	0,0	500
aw007_02	-788432,0,36253.601563	0,0	441.3569946
aw007_03	-789341,0,36643	0,0	700
aw007_04	-786667,0,36279.601563	0,0	960.5999756
aw007_05	-785239,0,36902.699219	0,0	700
aw007_06	-783689,0,36284.800781	0,0	986.5620117
aw007_07	-785291,0,35500.699219	0,0	700
aw008_01	-780499,0,36500	0,0	800.5
aw008_02	-779785,0,40783.699219	0,0	757.2299805
aw008_03	-776886,0,41043.300781	0,0	1276.469971
aw008_04	-776842,0,44137.199219	0,0	627.4190063
aw008_05	-774203,0,44245.300781	0,0	1254.839966
aw008_06	-776799,0,40848.601563	0,0	800.5
aw008_07	-773078,0,43617.898438	0,0	670.6890259
aw008_08	-773078,0,44872.699219	0,0	649.0540161
ab001_01	-761143,0,39139.601563	0,0	1500
ab001_02	-762443,0,40395.800781	0,0	1500
ab001_03	-759752,0,40395.800781	0,0	1500
ab001_04	-762040,0,42100.601563	0,0	1500
ab001_05	-760111,0,42145.398438	0,0	1500
tw001_01	-769345,0,162791	0,0	897.2529907
tw001_02	-770840,0,164250	0,0	897.2529907
