TID	NAME	UseNormalAttack	HateRace	HateRacePercent	HateClass	HateClassPercent	FollowerTID	FollowerNUM	Max_CumulativeFollower	Min_UpkeepFollower	Skill1	SkillCondition	SkillCount	Skill2	SkillCondition	SkillCount	Skill3	SkillCondition	SkillCount	Skill4	SkillCondition	SkillCount	Skill5	SkillCondition	SkillCount	Item1	ItemUseHPLimit	ItemUseNumber	ItemUseInterval	Guard	GuardObject	PreemptiveType	PreemptiveCondition1	PreemptiveCondition2	PreemptiveCondition3	PreemptiveRange	Immunity	ImmunPercent	Attribute	SummonTID	SummonMaxCount	SearchEnemy	StopFight	Escape	EscapteHP	EscapeTime	EscapeNumber	LinkMonsterTID	LinkMonsterSight	HideMonster	HideMonsterHP	HideMonsterTime	MaintenanceRange	Helper	LootItem	LootItemTime	RandomTarget	PinchMonster	Visibility
9310	에텐 바스터	1	문엘프	120	법사	100																																																					
8880	레퀴메스 왕	1	인간	120	전사	100					437;1	HP;100%;이하	무한;	194;1	HP;100%;이하	무한;																																											
9200	보그	1	오크	120	법사	100																																																					
9170	제로	1	인간	120	법사	100					196;1	HP;100%;이하	무한;																																														
9190	블랭크	1	문엘프	120	궁수	100					199;1	HP;100%;이하	무한;																																														
9180	미스터리오	1	오크	120	전사	100					441;1	HP;100%;이하	무한;	192;1	HP;100%;이하	무한;																																											
9090	바쉬	1	문엘프	120	법사	100					196;1	HP;100%;이하	무한;																																														
9100	바쿰	1	인간	120	전사	100					194;1	HP;100%;이하	무한;																																														
9110	타라	1	오크	120	법사	100					442;1	HP;100%;이하	무한;	192;1	HP;100%;이하	무한;																																											
9020	사티로스 가디언	1	인간	120	법사	100																																																					
9130	사티로스 데스	1	문엘프	120	궁수	100																																																					
9120	스파르타	1	오크	120	전사	100					443;1	HP;100%;이하	무한;	197;1	HP;100%;이하	무한;																																											
9000	카산드라	1	문엘프	120	법사	100																																																					
9010	길로틴	1	인간	120	전사	100																																																					
9040	모르타르	1	오크	120	법사	100					444;1	HP;100%;이하	무한;	196;1	HP;100%;이하	무한;																																											
9070	피르볼그 슬레이브	1	인간	120	전사	100																																																					
9080	피르볼그 솔저	1	오크	120	법사	100																																																					
9060	아만토르그	1	인간	120	법사	100					445;1	HP;100%;이하	무한;	196;1	HP;100%;이하	무한;																																											
9030	코볼트 민병	1	문엘프	120	궁수	100																																																					
